id,gameNo,gameName,gameCode,type,costPrice,tax,salePrice,dateOfSale
20211,49,aidDRGgWvc,Jn6kn,1,64.29,5.79,70.08,2024-04-14
20212,40,HcbpgQDrws,6owgT,1,14.81,1.33,16.14,2024-04-25
20213,100,vGEvWqiMMr,OfE09,1,48.21,4.34,52.55,2024-04-01
20214,9,fEZTJkLhQA,Tnt2E,1,14.08,1.27,15.35,2024-04-05
20215,75,zyddzZFqET,zQBQq,2,91.6,8.24,99.84,2024-04-20
20216,51,ZDgSCGdFWX,2HqS9,2,90.02,8.1,98.12,2024-04-29
20217,62,ZFyzBoiYYR,IyPFs,1,100.3,9.03,109.33,2024-04-02
20218,28,YgCwdjYLhq,g4LZc,2,54.28,4.89,59.17,2024-04-22
20219,58,osVenBcMNt,k3CF0,2,85.51,7.7,93.21,2024-04-19
20220,85,hlxIFSNUrZ,S81fM,1,68.88,6.2,75.08,2024-04-23
20221,93,jZUmqkdPgm,bRhrd,2,50.16,4.51,54.67,2024-04-22
20222,27,lNFFtTreXu,gN2Sc,1,77.1,6.94,84.04,2024-04-24
20223,87,NyISyDGhHv,hjVls,2,87.32,7.86,95.18,2024-04-11
20224,42,maSjksHOXl,jZJaf,2,17.07,1.54,18.61,2024-04-12
20225,98,xBfzHWzjgh,Azz28,1,27.34,2.46,29.8,2024-04-21
20226,56,bOPVZJXGjU,aTK7X,2,39.1,3.52,42.62,2024-04-16
20227,86,sxaJVScyML,MToKe,2,23.53,2.12,25.65,2024-04-10
20228,27,iXBGwimkBF,7oBYX,2,75.08,6.76,81.84,2024-04-05
20229,92,NPtNViXrQV,T9v8J,2,51.89,4.67,56.56,2024-04-04
20230,97,CgLUrzqNiH,AHhUX,2,91.9,8.27,100.17,2024-04-21
20231,23,dsfnUQscEk,nuMn1,2,65.4,5.89,71.29,2024-04-03
20232,52,XKtQrkoAft,pWPEt,2,14.04,1.26,15.3,2024-04-10
20233,58,oDFczASFeJ,dFFIE,2,21.76,1.96,23.72,2024-04-12
20234,13,yIsdAZCOmm,XhdMX,1,85.23,7.67,92.9,2024-04-16
20235,83,FtmGZwiLKZ,a8OBB,2,22.0,1.98,23.98,2024-04-18
20236,42,JzOoXeIkMl,QcN2U,1,74.91,6.74,81.65,2024-04-10
20237,48,HuVSMWRvKc,bbcUF,2,78.05,7.02,85.07,2024-04-20
20238,23,gIJdlYjHGj,V0zON,2,51.31,4.62,55.93,2024-04-03
20239,47,GToiXbYvvd,5nGBA,2,29.19,2.63,31.82,2024-04-08
20240,2,iJLfpIZKDX,TgqMG,2,58.36,5.25,63.61,2024-04-01
20241,32,LNfZvehNCU,8Ci5N,2,27.83,2.5,30.33,2024-04-20
20242,56,HWYYFicyGh,QfXGC,1,59.86,5.39,65.25,2024-04-14
20243,39,aigCmNdyxY,mJRif,2,87.9,7.91,95.81,2024-04-29
20244,37,gTIqhYjNEl,TFayW,1,25.7,2.31,28.01,2024-04-23
20245,9,MeueNLxBsa,SAFOd,1,75.43,6.79,82.22,2024-04-18
20246,23,gTyHhRldbt,uvW2f,1,39.93,3.59,43.52,2024-04-14
20247,15,cMsOyRIXZI,L6LSd,2,31.76,2.86,34.62,2024-04-27
20248,46,DZcydWqtYa,UbLdD,1,78.86,7.1,85.96,2024-04-29
20249,27,CjelALatQy,CPuhk,1,40.29,3.63,43.92,2024-04-28
20250,81,lucUyOxRBJ,vgyI0,2,96.4,8.68,105.08,2024-04-01
20251,6,fJHCMLgdkD,kE4CF,1,70.89,6.38,77.27,2024-04-05
20252,14,UvACmmwYxy,otFNY,1,77.01,6.93,83.94,2024-04-07
20253,85,wbGbQGfsQe,IUz6n,2,86.12,7.75,93.87,2024-04-03
20254,6,TrkSldFnNP,moCnu,2,51.7,4.65,56.35,2024-04-03
20255,55,lSCwkjKorx,ZwOVf,2,79.36,7.14,86.5,2024-04-17
20256,86,ERYMAGhuIq,1Z0Th,1,79.55,7.16,86.71,2024-04-19
20257,13,UPMeqFBCMS,EvKFA,2,93.54,8.42,101.96,2024-04-25
20258,80,ogmuKiYevq,RgJpO,1,60.28,5.43,65.71,2024-04-28
20259,89,MwMZAFaQFc,cGnyf,1,93.72,8.43,102.15,2024-04-27
20260,91,ZmjaygIryM,QbXLi,1,52.5,4.72,57.22,2024-04-26
20261,44,MMupqXtOZG,KO3DL,2,18.69,1.68,20.37,2024-04-08
20262,67,glvXxvKqiP,6oEe6,2,70.8,6.37,77.17,2024-04-26
20263,33,RwUQYJDmfb,PlHwW,1,53.61,4.82,58.43,2024-04-05
20264,53,IbUHdcrLmM,wwqYr,2,37.49,3.37,40.86,2024-04-06
20265,33,tLBTwrNfLL,DUQdH,1,53.54,4.82,58.36,2024-04-12
20266,35,icPmJGkaRJ,MHIf2,2,28.93,2.6,31.53,2024-04-19
20267,51,udlIDKVemv,pSfby,2,23.23,2.09,25.32,2024-04-28
20268,10,HORJWhnSkN,Bsts8,2,93.86,8.45,102.31,2024-04-22
20269,87,iPvusvCjym,pD0eN,1,63.68,5.73,69.41,2024-04-23
20270,40,wcgAVvnjTS,kBVeV,1,97.52,8.78,106.3,2024-04-12
20271,62,CKbMSGcfer,HpCbX,1,62.23,5.6,67.83,2024-04-19
20272,14,ptMsBPykfC,38Aoz,2,75.61,6.8,82.41,2024-04-11
20273,6,aTbncFrxfp,SW9AN,1,76.95,6.93,83.88,2024-04-27
20274,92,SHwsrGtazm,4sHRj,1,11.33,1.02,12.35,2024-04-05
20275,87,UyiIgESPxS,5VKq4,1,29.46,2.65,32.11,2024-04-05
20276,3,pgXNIrwYCO,9sGj3,2,55.26,4.97,60.23,2024-04-20
20277,53,xCFlfBfmCS,2fwuZ,2,70.2,6.32,76.52,2024-04-16
20278,58,YQVtQOLDQm,wHolP,1,73.55,6.62,80.17,2024-04-24
20279,2,eSedpjmyzk,d5ad8,2,80.41,7.24,87.65,2024-04-25
20280,54,JUsdcloOEG,kULHw,2,45.71,4.11,49.82,2024-04-12
20281,96,YQkHkbATyE,z3FVS,2,53.97,4.86,58.83,2024-04-02
20282,76,atCwdtzwZd,A5tF0,2,44.89,4.04,48.93,2024-04-22
20283,18,LBciDRvmNf,jrHrq,1,94.35,8.49,102.84,2024-04-07
20284,56,UwHJlodEBn,9M5RN,1,59.85,5.39,65.24,2024-04-09
20285,5,nklXoXeayj,y3a3j,2,21.92,1.97,23.89,2024-04-02
20286,85,zRuwLUNZqP,grcBD,2,25.07,2.26,27.33,2024-04-15
20287,8,UvzXLLdyHK,4N1oW,1,20.64,1.86,22.5,2024-04-10
20288,80,RQjAzZkQme,4mw9T,2,23.29,2.1,25.39,2024-04-03
20289,79,AoBYdsQNMF,9Db5a,2,82.36,7.41,89.77,2024-04-29
20290,92,OqxBknHFkY,xCQhR,1,77.76,7.0,84.76,2024-04-21
20291,50,IQLRzwxBZL,pAUsh,1,62.5,5.63,68.13,2024-04-10
20292,16,JiBoISFhdr,ldctP,1,79.73,7.18,86.91,2024-04-25
20293,46,VOwBKnMDul,1huXC,2,20.04,1.8,21.84,2024-04-14
20294,45,tpFbsenKZy,5imus,2,14.39,1.3,15.69,2024-04-29
20295,64,usWkuKLVUh,7SRNr,2,94.35,8.49,102.84,2024-04-04
20296,4,gULTMJBlZA,Y9tOu,2,30.59,2.75,33.34,2024-04-22
20297,67,MmVaUrmjAk,heTqU,2,16.26,1.46,17.72,2024-04-25
20298,59,jgJyhfhemS,izBzH,1,46.48,4.18,50.66,2024-04-01
20299,51,JkxshXKsxJ,SvB6j,2,97.54,8.78,106.32,2024-04-14
20300,1,NHVvhzEPaE,K30zv,2,41.01,3.69,44.7,2024-04-14
20301,15,avuPJxqbXG,bg86N,2,91.76,8.26,100.02,2024-04-21
20302,30,DDMIeeuwPp,OFdZB,2,36.32,3.27,39.59,2024-04-27
20303,68,aYPcllposw,utBhM,1,54.89,4.94,59.83,2024-04-25
20304,37,kuCkYWOzuA,E39WE,2,34.47,3.1,37.57,2024-04-12
20305,39,kEcqMSbOuT,9l3hj,1,46.13,4.15,50.28,2024-04-29
20306,36,uUBGfYGhmC,KJ63R,2,12.15,1.09,13.24,2024-04-29
20307,97,PDwUjpUOiE,GdTjj,2,42.61,3.83,46.44,2024-04-19
20308,60,efQYcJjiVX,zV0Rz,2,44.36,3.99,48.35,2024-04-17
20309,11,LxYGICKCZF,CtetS,2,51.63,4.65,56.28,2024-04-24
20310,100,ZQKguovPeN,l8ugL,2,87.12,7.84,94.96,2024-04-27
20311,96,TRVQKOVAOW,xWqt3,2,97.33,8.76,106.09,2024-04-05
20312,77,COkcTWxBzA,H3tRZ,1,82.55,7.43,89.98,2024-04-20
20313,25,eiudExvxCJ,qy4xG,1,80.49,7.24,87.73,2024-04-07
20314,76,QBLhZeCpFQ,Au6VV,1,36.85,3.32,40.17,2024-04-13
20315,30,XVzgVlFYvE,qQVP7,1,96.38,8.67,105.05,2024-04-09
20316,32,efHkaUiYwC,cvFRH,2,18.59,1.67,20.26,2024-04-26
20317,100,FOJXIdFwGV,tdGhs,1,98.45,8.86,107.31,2024-04-28
20318,63,lQfGJvsCax,zKYv1,2,87.2,7.85,95.05,2024-04-09
20319,26,cPjHLDLWcx,vAp5q,1,93.61,8.42,102.03,2024-04-11
20320,98,qKlekWYkVc,VwAce,2,77.13,6.94,84.07,2024-04-23
20321,95,GGUTxOWWnl,qApQu,1,67.78,6.1,73.88,2024-04-08
20322,79,HFnBRuErSG,mAi6h,2,27.64,2.49,30.13,2024-04-23
20323,96,SLIdoeDqsP,VaeNu,1,29.22,2.63,31.85,2024-04-15
20324,47,ZiGuQBFCPd,4fIp5,1,35.78,3.22,39.0,2024-04-23
20325,52,SBXjSFvwMA,mlzGj,2,100.12,9.01,109.13,2024-04-02
20326,48,ZhXlJOBmSQ,7e7LZ,1,67.33,6.06,73.39,2024-04-29
20327,38,TkgRuepJrK,B114V,1,29.58,2.66,32.24,2024-04-20
20328,34,exOzokMQFi,KzZfd,1,51.36,4.62,55.98,2024-04-21
20329,7,TzPToCzFZo,3Tw4b,1,30.03,2.7,32.73,2024-04-05
20330,65,dHUanTSlHd,geqCO,2,48.78,4.39,53.17,2024-04-28
20331,85,bTNaRrgraH,KBkmi,1,78.9,7.1,86.0,2024-04-24
20332,32,UHktgyZQXw,xrT4C,1,59.4,5.35,64.75,2024-04-23
20333,55,TVGNdptaMC,jmY6P,2,68.9,6.2,75.1,2024-04-02
20334,57,yorzVBtJzX,bxkYu,2,26.7,2.4,29.1,2024-04-24
20335,71,VulGWBPZGD,5ZkIu,1,51.27,4.61,55.88,2024-04-15
20336,70,ZvJnEIJtiT,JCMaU,2,83.23,7.49,90.72,2024-04-27
20337,50,vKoJTSTyrl,TSue1,1,35.69,3.21,38.9,2024-04-07
20338,50,yrYrXQxVDx,mwqDi,1,55.5,5.0,60.5,2024-04-28
20339,50,qIcHiWGfsH,kvMQV,2,22.41,2.02,24.43,2024-04-11
20340,71,HjmpsqIcVN,EfddO,1,81.02,7.29,88.31,2024-04-18
20341,64,zAbgrHegTq,PEcJE,1,52.69,4.74,57.43,2024-04-02
20342,14,QTkTSDvKMW,zpUeZ,1,54.38,4.89,59.27,2024-04-08
20343,60,UFGEtuVZNe,oRbal,1,75.13,6.76,81.89,2024-04-26
20344,16,UhVOXyiWUO,f9sRE,1,74.78,6.73,81.51,2024-04-26
20345,56,dLJQFzYdxY,6goUF,2,66.18,5.96,72.14,2024-04-02
20346,44,IKYDUIVoLo,5j6xU,1,96.06,8.65,104.71,2024-04-17
20347,39,oIPXMmOMjK,fRJXf,1,18.41,1.66,20.07,2024-04-14
20348,48,AYbGrONuSo,IExsO,1,53.94,4.85,58.79,2024-04-12
20349,22,WbJwDMaqiw,zltAf,1,33.76,3.04,36.8,2024-04-14
20350,86,LXsslGZqUW,pGurf,1,31.71,2.85,34.56,2024-04-26
20351,23,pecUHNqKqK,I7bfx,1,99.51,8.96,108.47,2024-04-18
20352,5,wfIqbtMeop,ldLNN,2,79.17,7.13,86.3,2024-04-08
20353,7,FIziDgrRJU,SuKyk,1,94.69,8.52,103.21,2024-04-07
20354,45,SsrEqOKtbS,lRgqg,2,26.35,2.37,28.72,2024-04-09
20355,93,oyRHJoTGYx,wbnvo,2,80.66,7.26,87.92,2024-04-05
20356,55,EWzSOAdZsp,1GCTg,1,33.5,3.01,36.51,2024-04-25
20357,23,zDMEMYnDIJ,QjHLT,2,62.46,5.62,68.08,2024-04-14
20358,6,hJdjaaqWgo,bGjmt,1,53.06,4.78,57.84,2024-04-14
20359,41,hzhBfCvHsX,9yAuu,2,80.02,7.2,87.22,2024-04-05
20360,59,RinePPiyai,VnSrg,2,37.96,3.42,41.38,2024-04-06
20361,99,aLGECOKZos,jEQmD,2,58.61,5.27,63.88,2024-04-02
20362,66,AVtWBIAaIH,73mLy,1,56.66,5.1,61.76,2024-04-10
20363,70,AgOgfJayrT,kV39p,2,48.16,4.33,52.49,2024-04-05
20364,90,ORsjiyKrvZ,eRCQT,1,23.25,2.09,25.34,2024-04-08
20365,43,ZXDCcLASNp,kzRjV,1,34.32,3.09,37.41,2024-04-12
20366,65,xDwtNIauQQ,Nu8a7,1,63.55,5.72,69.27,2024-04-18
20367,74,zVKSTtyfst,rGnMY,1,51.22,4.61,55.83,2024-04-01
20368,84,SGmZVLhKYs,m7HYl,1,66.17,5.96,72.13,2024-04-16
20369,13,dElkzAQJCT,XdvMI,2,44.3,3.99,48.29,2024-04-16
20370,48,dvuAsLZAjw,2qQ1x,1,83.18,7.49,90.67,2024-04-15
20371,24,dPWnrwCBJW,KAOWo,2,97.33,8.76,106.09,2024-04-16
20372,6,OqVZNwNeBN,A82w6,1,27.79,2.5,30.29,2024-04-08
20373,9,RLLIyGEBHC,DfcDj,1,66.23,5.96,72.19,2024-04-19
20374,12,VlrvCDTXDB,T7hoD,2,33.08,2.98,36.06,2024-04-26
20375,80,mnNFUblnAt,pdsqP,2,85.18,7.67,92.85,2024-04-03
20376,39,dOtflUlryT,lHaw6,2,56.66,5.1,61.76,2024-04-17
20377,42,RKYLehqXEc,QHP0o,2,92.47,8.32,100.79,2024-04-03
20378,9,nbFrEZJzlQ,KIZh8,2,33.55,3.02,36.57,2024-04-29
20379,11,GWMhZnmIxU,WoHTR,2,21.72,1.95,23.67,2024-04-21
20380,58,TCJnDKBUPm,Vbwpe,2,84.53,7.61,92.14,2024-04-07
20381,44,UUWOrqUDkl,303s9,2,61.01,5.49,66.5,2024-04-08
20382,14,XqixuGlmee,MptLJ,2,75.36,6.78,82.14,2024-04-20
20383,66,bNvSQyCOtx,TxjeR,1,41.33,3.72,45.05,2024-04-09
20384,22,RKJyWYhCvw,zyDFv,2,14.25,1.28,15.53,2024-04-12
20385,19,WGdkofohyk,TVz5a,1,33.81,3.04,36.85,2024-04-14
20386,79,AnumKxyFYr,iYWwH,1,89.13,8.02,97.15,2024-04-07
20387,58,YejsqmWUSK,dwlXu,1,54.95,4.95,59.9,2024-04-04
20388,3,AmSBIlqSmw,mE0nv,1,47.05,4.23,51.28,2024-04-05
20389,47,ynTVpNlxzo,B68BO,2,52.94,4.76,57.7,2024-04-03
20390,30,pWJTKQOgSP,w4o54,1,11.25,1.01,12.26,2024-04-12
20391,36,XhCfzVAVik,oIi3D,1,63.17,5.69,68.86,2024-04-02
20392,41,fAHjkQETrw,T6ddP,2,73.13,6.58,79.71,2024-04-11
20393,2,GjpgnvXIEj,5JyNT,1,37.34,3.36,40.7,2024-04-17
20394,77,lyLEhqUOXU,tH5Tg,2,10.4,0.94,11.34,2024-04-10
20395,55,JsLPYnFzqg,06jnI,2,97.07,8.74,105.81,2024-04-06
20396,90,vuNBBZonqh,Vuaht,1,75.46,6.79,82.25,2024-04-01
20397,43,rDbCynQyFn,I8UPz,1,14.83,1.33,16.16,2024-04-05
20398,46,zpBXoHDEqe,Yf4TG,1,60.12,5.41,65.53,2024-04-06
20399,85,jptNNYMNCR,wSDLo,2,47.36,4.26,51.62,2024-04-20
20400,95,WAOvinhJhF,wJDfF,1,61.07,5.5,66.57,2024-04-07
20401,69,wJfwbHmgmy,KUiSm,1,96.99,8.73,105.72,2024-04-04
20402,62,lvumGarlav,hGJH2,1,68.0,6.12,74.12,2024-04-14
20403,5,iyUTyvgfeL,EuSS1,2,29.17,2.63,31.8,2024-04-20
20404,9,vLwVFXGQZf,Wfn4a,2,59.29,5.34,64.63,2024-04-15
20405,77,JeOZWirnoO,Cm9lz,2,81.91,7.37,89.28,2024-04-28
20406,19,RbVnkkmajh,dPyqb,2,65.45,5.89,71.34,2024-04-13
20407,79,vortlLSZqQ,u0dXZ,1,41.57,3.74,45.31,2024-04-02
20408,47,faZonyMjSs,vSjSx,1,20.82,1.87,22.69,2024-04-09
20409,55,KzLdTxbYWF,fckuh,1,48.85,4.4,53.25,2024-04-18
20410,36,CTDoDEHJod,mql4e,1,75.95,6.84,82.79,2024-04-23
20411,4,GyKDeNmRJf,RBXPb,2,69.48,6.25,75.73,2024-04-04
20412,33,OZnghqkoLJ,K1SVg,1,20.38,1.83,22.21,2024-04-17
20413,77,UtGTTFppuR,GZRYf,1,55.39,4.99,60.38,2024-04-04
20414,85,PnawSANRLp,ETDyN,2,30.5,2.75,33.25,2024-04-22
20415,85,RhaHjJXWNf,1KNfT,2,69.76,6.28,76.04,2024-04-05
20416,98,bmLwkrHidU,d7exI,1,96.44,8.68,105.12,2024-04-01
20417,12,efDmlaWARx,avACq,2,73.68,6.63,80.31,2024-04-27
20418,21,AwaUoUfbiO,Tb2x8,1,30.51,2.75,33.26,2024-04-14
20419,75,zOcPmGphzo,DqdAX,2,33.57,3.02,36.59,2024-04-15
20420,8,ErQVeKiOiS,jSW5w,2,85.35,7.68,93.03,2024-04-27
20421,51,LBCnTpIKNw,f1Zfi,1,50.78,4.57,55.35,2024-04-26
20422,75,QqXIubUUeB,ORF2U,1,98.29,8.85,107.14,2024-04-17
20423,83,CfFEiibxMg,q8EeC,1,67.22,6.05,73.27,2024-04-18
20424,58,INBWAZjgXK,kLJFP,2,11.74,1.06,12.8,2024-04-17
20425,9,bvIcKKCkUC,fJjh2,1,92.12,8.29,100.41,2024-04-22
20426,75,pWGGGvGrfp,D1j6p,1,34.16,3.07,37.23,2024-04-25
20427,33,JVeaizNdrm,Xdktu,2,92.18,8.3,100.48,2024-04-05
20428,47,JZpcqRBtDI,sapdy,1,73.07,6.58,79.65,2024-04-29
20429,64,VzPaVYUEho,TcxEV,1,61.79,5.56,67.35,2024-04-01
20430,1,GeaQFfweCe,CX4wg,2,21.47,1.93,23.4,2024-04-28
20431,35,ZyPMOYfSej,TxHqm,2,61.98,5.58,67.56,2024-04-18
20432,23,EuxqdKJAPs,SZvKe,1,97.65,8.79,106.44,2024-04-13
20433,42,vhbPnBlPub,SOy8p,1,100.06,9.01,109.07,2024-04-14
20434,2,erqhdCTltN,A1zqw,1,96.3,8.67,104.97,2024-04-09
20435,5,ULyxsVuQnl,Jj9vz,1,69.1,6.22,75.32,2024-04-12
20436,65,CwwjPwiQZW,YcLUr,1,16.63,1.5,18.13,2024-04-11
20437,48,SdIUNGuAnX,wqvgA,1,32.22,2.9,35.12,2024-04-13
20438,37,CnBBBltIzT,vJjWl,1,78.64,7.08,85.72,2024-04-12
20439,31,FugveEXalm,SG9ZF,1,11.1,1.0,12.1,2024-04-13
20440,36,jiHhVIRbmk,sZ85i,1,91.7,8.25,99.95,2024-04-22
20441,7,fhcAXdQGwJ,9tKGB,1,33.87,3.05,36.92,2024-04-27
20442,87,vwuSlaGvzV,9lCId,1,38.06,3.43,41.49,2024-04-28
20443,80,fAUCynyIQO,AG6vm,1,54.67,4.92,59.59,2024-04-12
20444,24,KCfNraIRcV,flUYG,1,27.41,2.47,29.88,2024-04-22
20445,83,pcJaWeHnne,Vpf4c,1,26.18,2.36,28.54,2024-04-16
20446,79,znbKQnPVZu,Iy34g,1,24.55,2.21,26.76,2024-04-07
20447,92,CDKRhsEJCC,fyBDE,2,65.23,5.87,71.1,2024-04-19
20448,66,iqcupFtjva,yH7ik,2,32.49,2.92,35.41,2024-04-09
20449,60,QRdlLVCmEL,KFj1g,1,29.65,2.67,32.32,2024-04-09
20450,22,LcAapaMfuG,cxXG0,2,92.74,8.35,101.09,2024-04-25
20451,14,LmqaWdhClP,70W4M,1,14.35,1.29,15.64,2024-04-05
20452,13,VdixKuzMbZ,mVPiV,2,92.58,8.33,100.91,2024-04-10
20453,20,GgzLXJLFMw,x0gFh,1,87.44,7.87,95.31,2024-04-05
20454,7,UsKBFnSMlA,MzpZ8,1,32.74,2.95,35.69,2024-04-26
20455,52,TzOrrTtGaM,HwnTc,1,33.06,2.98,36.04,2024-04-01
20456,69,WqUeTtvtse,vgWZM,1,18.19,1.64,19.83,2024-04-25
20457,53,EDoqVQesNI,LXaSj,2,30.37,2.73,33.1,2024-04-11
20458,74,PIPbSnXqqh,zi6El,2,63.46,5.71,69.17,2024-04-09
20459,62,jFCkMFrxPv,owckQ,2,75.88,6.83,82.71,2024-04-07
20460,40,uFyxzMDmmm,f2hjd,1,33.72,3.03,36.75,2024-04-09
20461,77,WPUcqBcpFe,rFByM,2,15.11,1.36,16.47,2024-04-05
20462,8,EZibyjYQLE,Ytvu5,2,35.98,3.24,39.22,2024-04-10
20463,96,JdVDZFKJpV,60uHJ,1,93.09,8.38,101.47,2024-04-14
20464,58,HwyQAeJAUG,hFedp,1,58.05,5.22,63.27,2024-04-01
20465,59,iojTWEYByB,Fr1R0,2,60.11,5.41,65.52,2024-04-12
20466,30,JoKtTdFwEa,ruJa6,2,86.4,7.78,94.18,2024-04-21
20467,78,MZDqvpLZOd,ssOdo,2,84.56,7.61,92.17,2024-04-07
20468,64,tsJtmFJSmE,wFlyS,2,35.92,3.23,39.15,2024-04-04
20469,64,vnvEqGvytP,HdWjN,1,11.37,1.02,12.39,2024-04-18
20470,11,lIzSoOjnJz,bQ0EO,2,58.23,5.24,63.47,2024-04-14
20471,80,rJkXflAWWr,UAqoQ,1,68.23,6.14,74.37,2024-04-04
20472,67,vedymwuLyx,NJ6FB,1,62.04,5.58,67.62,2024-04-13
20473,62,kWQFAZjcbw,8Hbdy,1,28.07,2.53,30.6,2024-04-25
20474,86,TvJhjQMnYD,iODIH,2,42.26,3.8,46.06,2024-04-19
20475,20,ppMrcYYlHL,q1sgz,1,19.05,1.71,20.76,2024-04-06
20476,28,MAFISDHTDy,6bjIP,1,63.88,5.75,69.63,2024-04-08
20477,91,mdqemMLkFv,yXn92,2,62.63,5.64,68.27,2024-04-16
20478,90,cfbGVGKXig,t0YfN,1,36.46,3.28,39.74,2024-04-18
20479,97,WBngNGbjfO,JisZb,2,38.79,3.49,42.28,2024-04-04
20480,17,STVmxTQhHD,VYzHT,1,14.3,1.29,15.59,2024-04-15
20481,43,MrrLrnVxLV,70USF,2,17.78,1.6,19.38,2024-04-05
20482,16,AfxWURSiiL,jICq5,2,27.32,2.46,29.78,2024-04-05
20483,40,wmMbkPQQqb,YLDIk,1,39.35,3.54,42.89,2024-04-18
20484,45,BefpnRzafz,mBKd7,2,30.62,2.76,33.38,2024-04-21
20485,10,RwNRLnoKqf,3ntzP,1,10.65,0.96,11.61,2024-04-14
20486,68,PEFtdEleHr,ro55b,1,87.81,7.9,95.71,2024-04-03
20487,39,crNWyRPzOl,hn55d,1,64.23,5.78,70.01,2024-04-14
20488,77,rDFRffVOED,NO6b2,2,11.89,1.07,12.96,2024-04-24
20489,33,zibvVDSiHl,TRVvO,2,15.01,1.35,16.36,2024-04-29
20490,79,viYyRxjZJS,FTSQj,2,18.66,1.68,20.34,2024-04-25
20491,78,JcmgSMNqrW,msxWE,1,30.32,2.73,33.05,2024-04-14
20492,76,nkXxmDiwNt,NUPDE,2,36.16,3.25,39.41,2024-04-07
20493,26,awlRoVFDhF,fyawi,2,86.15,7.75,93.9,2024-04-21
20494,88,xSkEdVtmzI,GEG48,1,84.78,7.63,92.41,2024-04-11
20495,96,jfWgWvMcDU,1WHoR,2,60.32,5.43,65.75,2024-04-25
20496,31,MEwMyVmwvm,ajUtP,1,32.32,2.91,35.23,2024-04-05
20497,60,MXAGCdHmpr,hm2RG,2,29.95,2.7,32.65,2024-04-06
20498,19,VnHfDMPqph,d8G5G,1,53.05,4.77,57.82,2024-04-17
20499,33,eLiKZmvVZg,yVRIJ,2,51.26,4.61,55.87,2024-04-13
20500,63,jTQowjKGvS,boYwP,2,84.69,7.62,92.31,2024-04-27
20501,47,hhyRQewQth,IbgC3,2,39.34,3.54,42.88,2024-04-16
20502,97,BKAGBKMlTc,3q849,2,39.69,3.57,43.26,2024-04-15
20503,52,bFiRknqDkh,fJqnp,1,59.08,5.32,64.4,2024-04-01
20504,29,BGMUNeHvWO,E0tNn,1,21.32,1.92,23.24,2024-04-19
20505,54,VbThfNlBKQ,rKJ0P,1,21.99,1.98,23.97,2024-04-19
20506,92,WkfLKAuHlG,KCprC,1,55.0,4.95,59.95,2024-04-05
20507,42,yjtNsKyRKG,0BiZy,2,99.14,8.92,108.06,2024-04-14
20508,54,ncLumxqGko,OiNIG,2,53.86,4.85,58.71,2024-04-20
20509,17,UURylfahWi,mkB1g,1,97.99,8.82,106.81,2024-04-03
20510,84,QesaIrvcme,YfSJJ,1,70.15,6.31,76.46,2024-04-01
20511,22,TpcolALnfX,N1xUY,2,78.16,7.03,85.19,2024-04-29
20512,61,zbCTMcENtF,K9ROv,1,73.41,6.61,80.02,2024-04-04
20513,65,HlDFDpQvHP,NAEQV,2,36.88,3.32,40.2,2024-04-23
20514,83,UJxyepfMNz,oJwvB,2,87.4,7.87,95.27,2024-04-05
20515,36,FNJTYWJKPC,ytJD0,2,49.93,4.49,54.42,2024-04-15
20516,86,zFcsnUQUqm,jKoro,2,52.55,4.73,57.28,2024-04-19
20517,64,eiOCkzfjjW,k5aXE,2,67.37,6.06,73.43,2024-04-01
20518,41,SOGumXyrpa,OHHkX,2,81.83,7.36,89.19,2024-04-01
20519,80,wIIhCjqGsK,NpkLW,2,99.9,8.99,108.89,2024-04-11
20520,100,NruFODANAw,YLohD,1,22.76,2.05,24.81,2024-04-10
20521,23,zdmpGqQhmq,cNZbf,1,55.45,4.99,60.44,2024-04-12
20522,62,hdknKLQKsw,V03ec,1,69.42,6.25,75.67,2024-04-13
20523,9,lcIMSOrxrc,3KzAt,1,96.39,8.68,105.07,2024-04-18
20524,59,yUrJIXZXWp,tOCL0,2,29.66,2.67,32.33,2024-04-16
20525,47,JSNGuBWsSs,HXjdU,1,75.76,6.82,82.58,2024-04-23
20526,72,XUGkpxoqMK,Y3qCM,1,33.24,2.99,36.23,2024-04-29
20527,30,PUUHssfYQU,oL1bq,2,23.92,2.15,26.07,2024-04-07
20528,73,FWxwybdxJK,frInN,1,36.83,3.31,40.14,2024-04-02
20529,14,iUGJogfgTU,nKshf,2,54.62,4.92,59.54,2024-04-26
20530,21,GmFSGfRZvk,yBeca,2,98.95,8.91,107.86,2024-04-18
20531,52,BWmZQnLISF,2gR5P,2,90.16,8.11,98.27,2024-04-14
20532,59,GTNERjFCqd,mYszl,2,44.4,4.0,48.4,2024-04-05
20533,17,CLeAopbXPf,uZZir,1,98.8,8.89,107.69,2024-04-22
20534,23,jNvPPfOxgg,pOpmj,1,99.84,8.99,108.83,2024-04-19
20535,74,TvXHsSZumo,s8JDO,1,93.36,8.4,101.76,2024-04-11
20536,7,UqqKbSpFSY,lgpU4,1,74.23,6.68,80.91,2024-04-25
20537,2,xYvAkbPJll,w1hH9,2,53.13,4.78,57.91,2024-04-26
20538,54,YvceKpwZae,kxHOX,2,60.26,5.42,65.68,2024-04-15
20539,13,uvvprHpccQ,NC8vH,2,17.22,1.55,18.77,2024-04-04
20540,90,sDlnQsopRF,VC72Y,1,60.71,5.46,66.17,2024-04-29
