id,gameNo,gameName,gameCode,type,costPrice,tax,salePrice,dateOfSale
3996,45,fuOKLzcqkW,ZUGTD,2,68.69,6.18,74.87,2024-04-17
3997,40,HtrgALUutY,GTntq,1,81.41,7.33,88.74,2024-04-03
3998,21,VIjkADcowg,gtv3E,2,49.61,4.46,54.07,2024-04-14
3999,84,VGcWnJtpFv,P9d48,2,99.88,8.99,108.87,2024-04-11
4000,70,cZeTNEqvNX,m8dzW,1,58.01,5.22,63.23,2024-04-20
4001,7,SdHkDOSmTa,61FY1,1,26.4,2.38,28.78,2024-04-06
4002,99,ZnQVIpmHkM,g2Tnq,2,47.02,4.23,51.25,2024-04-07
4003,60,pOaggFHhQF,Xw8ho,1,58.4,5.26,63.66,2024-04-23
4004,23,qdbNGSnBgn,RY1Dt,2,28.73,2.59,31.32,2024-04-03
4005,75,NIpepsEOcM,avAwn,1,15.18,1.37,16.55,2024-04-17
4006,98,RamClqqMYH,KBd4u,1,78.24,7.04,85.28,2024-04-29
4007,31,QlYhmkJhdw,tsUDT,1,94.99,8.55,103.54,2024-04-27
4008,33,JHwxiJRJti,RFI15,1,85.88,7.73,93.61,2024-04-13
4009,30,fkRJfiViJo,ZjMUQ,2,37.52,3.38,40.9,2024-04-25
4010,67,arBzOYFqea,TjTuG,1,21.5,1.93,23.43,2024-04-19
4011,47,xKNmqSghHD,wezbH,1,96.26,8.66,104.92,2024-04-04
4012,57,LVsowYanKj,KVXbz,1,88.21,7.94,96.15,2024-04-10
4013,70,gtfUmQLCoY,27diJ,1,22.52,2.03,24.55,2024-04-19
4014,53,WxCIvEsUyk,PNYjP,1,68.54,6.17,74.71,2024-04-11
4015,67,NkObwpaUMo,DnqG5,2,66.56,5.99,72.55,2024-04-12
4016,36,mWdDXMuFFO,C7sVJ,2,39.61,3.56,43.17,2024-04-03
4017,63,bmRuPXfkQJ,PSLuG,2,53.48,4.81,58.29,2024-04-10
4018,94,SWtqorFqUJ,zaZsp,1,83.25,7.49,90.74,2024-04-13
4019,58,AqCRbYGmat,BOuw3,2,14.07,1.27,15.34,2024-04-10
4020,79,iwEOREjaqD,Dorzv,1,19.89,1.79,21.68,2024-04-29
4021,35,sbmtwPhCJq,9SJQQ,2,70.01,6.3,76.31,2024-04-01
4022,64,cMBZpFjJbK,SA03g,1,85.85,7.73,93.58,2024-04-02
4023,47,ZRfJgAXpzv,rayDu,1,37.33,3.36,40.69,2024-04-23
4024,11,XKPmDCeFcP,8xQZU,2,34.92,3.14,38.06,2024-04-18
4025,26,SLRVEewGOT,Ar4iM,2,57.12,5.14,62.26,2024-04-27
4026,50,cDOlgsxGFX,KIchR,2,24.63,2.22,26.85,2024-04-06
4027,53,wyPWxUllyW,b6nmg,2,30.92,2.78,33.7,2024-04-15
4028,11,aORYgqUjte,bXNag,1,97.82,8.8,106.62,2024-04-11
4029,88,ducYvDYcDf,mZ2TH,2,15.24,1.37,16.61,2024-04-01
4030,65,MOWMBwtZTT,ijlzz,2,22.72,2.04,24.76,2024-04-27
4031,2,gsOCyWASYh,SdBet,1,90.08,8.11,98.19,2024-04-18
4032,3,mFsGvMDApL,5EYaZ,1,56.7,5.1,61.8,2024-04-23
4033,22,LPjOOSfdpz,WDqOO,2,28.36,2.55,30.91,2024-04-23
4034,23,cTZFhQfKUq,C8Gwu,2,35.45,3.19,38.64,2024-04-11
4035,9,fDPWhxnInL,mVo1f,2,77.26,6.95,84.21,2024-04-19
4036,6,MPncbrNAPz,I5Le4,1,72.33,6.51,78.84,2024-04-02
4037,65,qVUUtrSbDJ,R8dS0,1,42.65,3.84,46.49,2024-04-07
4038,31,XZfOoMwfKr,2s4ie,1,60.19,5.42,65.61,2024-04-06
4039,97,wUYyhwLrOn,Keibi,2,21.94,1.97,23.91,2024-04-11
4040,31,eJhzsSpxQe,adIGZ,1,32.51,2.93,35.44,2024-04-24
4041,98,NtsjEPXPbR,rxXGc,2,82.37,7.41,89.78,2024-04-21
4042,63,LwOTjFVzjQ,59H47,1,61.78,5.56,67.34,2024-04-02
4043,62,uImXQLjKWJ,4e2B0,1,44.37,3.99,48.36,2024-04-12
4044,90,fRvbIcCUgf,2YuRW,2,35.08,3.16,38.24,2024-04-25
4045,4,fekwTwPuSy,l22Xd,1,14.84,1.34,16.18,2024-04-20
4046,37,ODYAciDGnB,FXDhT,1,72.98,6.57,79.55,2024-04-14
4047,27,dmulElJYvk,cHAwE,1,63.89,5.75,69.64,2024-04-11
4048,66,cpwxLXaZzd,Ie8VS,2,89.98,8.1,98.08,2024-04-17
4049,20,ErDxnASyED,fG3dB,1,91.87,8.27,100.14,2024-04-23
4050,3,KLfteoPtZh,WbIIO,2,42.44,3.82,46.26,2024-04-21
4051,22,VUNODHKwfq,43U6E,1,29.96,2.7,32.66,2024-04-07
4052,42,OUzBaaKtyY,kbPsa,2,34.58,3.11,37.69,2024-04-11
4053,62,DaKksClHmS,sj05y,1,59.82,5.38,65.2,2024-04-11
4054,12,fLHseeWOjh,u07OZ,2,26.17,2.36,28.53,2024-04-20
4055,4,kRPKIDFKBA,oaKB8,2,72.26,6.5,78.76,2024-04-06
4056,91,YZPPBGhjYf,lnQNw,2,42.4,3.82,46.22,2024-04-02
4057,98,AlRMxJOqRu,ZiwFO,2,22.23,2.0,24.23,2024-04-11
4058,25,iGIpSjDmyd,cgCBI,2,67.59,6.08,73.67,2024-04-25
4059,96,iCsrnyeEyv,4l0Hu,2,79.32,7.14,86.46,2024-04-28
4060,87,QAkfrZRkHX,MCeSc,2,34.77,3.13,37.9,2024-04-06
4061,17,TtTciyMTsq,TeLAF,2,73.75,6.64,80.39,2024-04-05
4062,76,KAJiAgnJEB,mCLOq,1,43.59,3.92,47.51,2024-04-06
4063,92,nTOQyboMlp,Rlfea,2,58.51,5.27,63.78,2024-04-19
4064,77,aFRjIDVxrJ,wY3EJ,2,59.16,5.32,64.48,2024-04-11
4065,14,mBRupejsgu,Z7Qis,1,23.73,2.14,25.87,2024-04-16
4066,11,mwzDxVQlHn,olUwd,1,50.02,4.5,54.52,2024-04-28
4067,90,aMhiiqxqQF,ezHcL,2,13.57,1.22,14.79,2024-04-09
4068,27,AMeyjzfxFM,gpaw1,2,80.17,7.22,87.39,2024-04-21
4069,89,hZNKPslGid,Ji74o,2,95.68,8.61,104.29,2024-04-18
4070,63,vVsOEiuSrs,9uc7y,2,11.84,1.07,12.91,2024-04-21
4071,25,dHamwSouGM,ztNSM,2,100.77,9.07,109.84,2024-04-14
4072,36,PfdYZWlGKL,75ZjG,1,18.43,1.66,20.09,2024-04-25
4073,14,WjjyCfZriW,GQR3q,2,53.58,4.82,58.4,2024-04-22
4074,24,WPkZIWClMG,qlykd,1,46.58,4.19,50.77,2024-04-21
4075,20,XhnsuTGZfk,mbEdu,1,27.52,2.48,30.0,2024-04-23
4076,76,CswVIQsIbx,Gxq8f,1,75.96,6.84,82.8,2024-04-29
4077,52,inuOhsCsaG,DXgL0,1,52.65,4.74,57.39,2024-04-20
4078,31,iVrcJMsrnU,RaY6L,2,39.04,3.51,42.55,2024-04-11
4079,80,eVtJwXWWmz,R4Tto,2,46.9,4.22,51.12,2024-04-07
4080,2,YmnoVEDmbE,lelwq,2,44.6,4.01,48.61,2024-04-24
4081,94,LKdevIVezo,uyfNg,1,74.09,6.67,80.76,2024-04-27
4082,85,gUhuWfGFGF,LTp7Y,1,92.23,8.3,100.53,2024-04-04
4083,94,YmhgROGVsR,UZLUk,2,100.6,9.05,109.65,2024-04-11
4084,43,vVESSWQYHQ,qz8g6,2,47.68,4.29,51.97,2024-04-20
4085,70,xbjMovzYnl,cbgaR,1,12.87,1.16,14.03,2024-04-18
4086,61,QKTwDtuXVH,mWsmv,2,85.07,7.66,92.73,2024-04-03
4087,30,fxShPmVGkT,JkxPm,1,55.17,4.97,60.14,2024-04-19
4088,75,hfFpwRpivh,Fv72A,2,92.01,8.28,100.29,2024-04-18
4089,48,LxAJnNcxAd,7vVUn,2,53.63,4.83,58.46,2024-04-21
4090,77,NVOtUBfQrX,wfhgl,1,47.3,4.26,51.56,2024-04-08
4091,13,QLsMDVTVNI,bNgVY,1,86.4,7.78,94.18,2024-04-09
4092,13,kTyDMBTeFr,ml9Bb,2,15.88,1.43,17.31,2024-04-12
4093,15,RYVEfCTBWS,aDmp4,2,82.29,7.41,89.7,2024-04-19
4094,33,acDhqBMdFK,oHq94,1,82.67,7.44,90.11,2024-04-01
4095,51,QapAszBeGQ,12tlD,2,16.49,1.48,17.97,2024-04-02
4096,2,TecKFuzqXl,KN8De,2,76.52,6.89,83.41,2024-04-29
4097,20,quRjvFbCwQ,o37wR,1,88.78,7.99,96.77,2024-04-11
4098,42,RxBQIbxUZs,tKOR1,1,49.35,4.44,53.79,2024-04-14
4099,34,jGVVxTaIaj,YQuMD,1,71.24,6.41,77.65,2024-04-11
4100,76,RlRlqRkCtZ,17fM2,1,77.39,6.97,84.36,2024-04-19
4101,12,kHLObNfEHc,thksf,1,81.18,7.31,88.49,2024-04-14
4102,6,olIGWSmixL,2kDHt,2,48.99,4.41,53.4,2024-04-04
4103,13,MHIMQcDdEQ,z2BBV,2,87.32,7.86,95.18,2024-04-22
4104,21,HXhLHQMTJL,pMj6p,2,54.22,4.88,59.1,2024-04-17
4105,9,aYTlBrGLZD,rLH5L,1,56.13,5.05,61.18,2024-04-14
4106,12,TlntIvUyUE,2KYFy,2,68.2,6.14,74.34,2024-04-19
4107,57,aKdtKWkyNT,ZnI6L,2,46.44,4.18,50.62,2024-04-25
4108,58,bkzQKyznPD,0o9Y9,2,10.52,0.95,11.47,2024-04-17
4109,72,bQlafdhPCp,0eRzt,2,47.14,4.24,51.38,2024-04-21
4110,59,lxWvVMZpDk,E1NLE,1,50.98,4.59,55.57,2024-04-12
4111,18,iEyPdNdDwm,WiqNz,1,13.01,1.17,14.18,2024-04-01
4112,35,GpDvqGydkM,6LsZq,2,38.09,3.43,41.52,2024-04-18
4113,84,cSqUHbGPhQ,F5Yrb,2,22.39,2.02,24.41,2024-04-10
4114,26,jxBPNSgJrb,XEkrm,1,65.64,5.91,71.55,2024-04-20
4115,77,eBfmaEZQBP,ESvEx,1,31.55,2.84,34.39,2024-04-24
4116,98,DbbXokmgls,Z2uSF,1,87.84,7.91,95.75,2024-04-11
4117,46,VHiRsWLXTO,V1wch,1,63.07,5.68,68.75,2024-04-15
4118,49,uuPSQpnkKZ,W6vGA,2,70.22,6.32,76.54,2024-04-19
4119,30,nAQETSliss,vqsCM,1,16.93,1.52,18.45,2024-04-24
4120,61,tmtcWJonRC,kZPc9,1,43.77,3.94,47.71,2024-04-06
4121,46,heZsUQiOnF,bMa10,2,93.18,8.39,101.57,2024-04-23
4122,81,LVyqqXmokx,VEw4f,1,77.27,6.95,84.22,2024-04-02
4123,52,COwphhEEKR,jCknW,2,57.28,5.16,62.44,2024-04-10
4124,25,CrmSFtMNav,vo5hz,2,48.0,4.32,52.32,2024-04-01
4125,63,vMNeVqpXiz,QhY6d,2,92.66,8.34,101.0,2024-04-19
4126,23,BrmQSmdSKU,ge9GD,1,85.68,7.71,93.39,2024-04-22
4127,44,mfAtfoGPJF,zkgzQ,2,25.01,2.25,27.26,2024-04-21
4128,92,hEMZlMdfay,bsY16,2,46.24,4.16,50.4,2024-04-16
4129,3,hXzZSVEJYP,sgNPr,2,19.01,1.71,20.72,2024-04-17
4130,76,jvDUTNfIwy,cZWVF,2,79.93,7.19,87.12,2024-04-25
4131,42,iPfxUqklkr,xPOhD,1,53.46,4.81,58.27,2024-04-12
4132,82,qcpGRkMpfO,lrOJ0,1,94.03,8.46,102.49,2024-04-10
4133,98,KigqOMqVsj,UWg3A,1,50.8,4.57,55.37,2024-04-06
4134,45,endDqCgoGA,x7T5N,2,55.8,5.02,60.82,2024-04-21
4135,55,cOVzwSFpgL,1Tx7U,2,92.0,8.28,100.28,2024-04-18
4136,49,PcMTjnmFEK,sJ9Sk,1,74.67,6.72,81.39,2024-04-19
4137,95,IiWyuuHJqy,IA9lg,1,59.98,5.4,65.38,2024-04-27
4138,86,VrlkGHtEiC,QjyEH,2,54.44,4.9,59.34,2024-04-17
4139,60,BprPKJrooD,S9uiZ,2,51.6,4.64,56.24,2024-04-24
4140,54,fioFfpBNpx,ourB7,1,50.68,4.56,55.24,2024-04-26
4141,23,JrTtRMtXZE,JQuGR,2,63.46,5.71,69.17,2024-04-26
4142,87,OGBMnTyhhO,G3IVe,2,27.55,2.48,30.03,2024-04-06
4143,62,VBPSNlBkqp,R1yf3,1,73.22,6.59,79.81,2024-04-08
4144,45,yCEfIKEALa,7YpQs,2,36.16,3.25,39.41,2024-04-12
4145,26,vFUuOxoBdN,OyxOd,1,60.75,5.47,66.22,2024-04-20
4146,24,JhNjDABeqd,w7tIk,2,15.81,1.42,17.23,2024-04-21
4147,100,aQegYmulsC,kUMRf,2,19.56,1.76,21.32,2024-04-15
4148,38,CcDztceISI,CgPGO,2,93.37,8.4,101.77,2024-04-21
4149,82,nndJKHSCgt,tmt7g,1,52.51,4.73,57.24,2024-04-21
4150,27,jMWbPQvZkL,UOmGO,2,53.88,4.85,58.73,2024-04-28
4151,69,qwEPwLfCqq,5QiQB,2,43.01,3.87,46.88,2024-04-22
4152,24,CqCWzhAVZi,qvxtd,1,41.63,3.75,45.38,2024-04-01
4153,54,nRciOADyQU,gKSD5,1,57.16,5.14,62.3,2024-04-02
4154,43,xgnhLTenLB,k38OY,2,56.74,5.11,61.85,2024-04-04
4155,70,uGwwqSemul,Plaqg,1,10.77,0.97,11.74,2024-04-12
4156,16,sJNEHrDWGu,W2MH3,2,91.02,8.19,99.21,2024-04-19
4157,49,qvdgNNYkqK,mcEa4,2,56.09,5.05,61.14,2024-04-28
4158,6,yMzcuzulia,xpTYB,1,56.02,5.04,61.06,2024-04-24
4159,25,ypAdaqHNeZ,il8nN,2,49.6,4.46,54.06,2024-04-05
4160,31,QqdKQcEQAw,BnmEl,1,96.63,8.7,105.33,2024-04-01
4161,77,muZrTBXuGI,WrA9v,2,94.07,8.47,102.54,2024-04-13
4162,17,iyvxCFRrga,M5UIj,1,85.68,7.71,93.39,2024-04-21
4163,4,erqcnfJXrc,pLRQw,2,36.58,3.29,39.87,2024-04-03
4164,74,dEacBgILps,gurM2,1,65.51,5.9,71.41,2024-04-23
4165,20,azkBpSJCje,khFsv,1,55.84,5.03,60.87,2024-04-13
4166,9,KDtLNTGqxm,e7OgC,1,40.22,3.62,43.84,2024-04-09
4167,63,LalONmSGOy,aL0Up,2,70.83,6.37,77.2,2024-04-26
4168,48,OANqeFlwsk,vax7Y,1,21.27,1.91,23.18,2024-04-16
4169,85,unBDIiXFKQ,Y05sK,2,27.99,2.52,30.51,2024-04-05
4170,64,RSkHOuNjyl,R0oIi,2,33.14,2.98,36.12,2024-04-11
4171,86,zhHhMdzNbI,LEKtC,1,71.17,6.41,77.58,2024-04-04
4172,27,KKoGDOhXiY,CM3uD,1,84.15,7.57,91.72,2024-04-28
4173,76,dfIFLBxbdf,NHSdn,2,84.68,7.62,92.3,2024-04-14
4174,88,QcXZIRrEyU,uT8gX,2,77.45,6.97,84.42,2024-04-08
4175,76,pELMPKnFfc,5TbeM,1,34.13,3.07,37.2,2024-04-03
4176,59,YOSRnEetPR,s5JQ0,1,100.06,9.01,109.07,2024-04-08
4177,12,LFJgtWsdHS,KAsbA,1,87.78,7.9,95.68,2024-04-21
4178,57,QimMaznfkh,4I7Kf,1,25.52,2.3,27.82,2024-04-14
4179,42,qHuGTtzLCQ,TR1R3,1,52.61,4.73,57.34,2024-04-26
4180,82,yoGbhslnAM,7lIR8,1,85.7,7.71,93.41,2024-04-14
4181,87,HTjJQeZoOJ,ECPA0,1,23.46,2.11,25.57,2024-04-01
4182,14,PPEpJVGJis,2ceTA,1,91.35,8.22,99.57,2024-04-10
4183,83,ZUdqEdmnIn,ExgG0,2,37.43,3.37,40.8,2024-04-16
4184,82,xWaTImIONl,CLOwo,2,49.98,4.5,54.48,2024-04-03
4185,40,UugorqvYRg,fUSwd,1,55.25,4.97,60.22,2024-04-20
4186,64,nqRWbCnefl,2DztW,1,26.22,2.36,28.58,2024-04-21
4187,49,WREbPScuIS,K8n5H,2,16.38,1.47,17.85,2024-04-06
4188,8,lygisbtjRk,la0y1,1,49.3,4.44,53.74,2024-04-05
4189,85,LQUhuabbWp,QrZrp,1,42.22,3.8,46.02,2024-04-14
4190,83,PCCnuHUJcs,bqsVA,2,46.26,4.16,50.42,2024-04-07
4191,47,KnhvCIpmpV,snPFm,1,88.38,7.95,96.33,2024-04-20
4192,35,FXXmlMlyAD,ZozC7,1,83.28,7.5,90.78,2024-04-08
4193,14,BFjYelInjH,HRQpo,2,22.8,2.05,24.85,2024-04-29
4194,79,pHvWPjRJXM,k6fKu,1,81.36,7.32,88.68,2024-04-08
4195,15,QRXaLXrEYC,LnS0I,1,43.15,3.88,47.03,2024-04-27
4196,50,idEbLEAgRB,iOGKg,2,97.12,8.74,105.86,2024-04-19
4197,78,EguYnCUwoB,XEeDn,1,93.25,8.39,101.64,2024-04-04
4198,29,VKsunciDXw,lbSgK,1,34.53,3.11,37.64,2024-04-13
4199,78,IlJHXitsSm,9KTL8,1,44.34,3.99,48.33,2024-04-02
4200,69,MKiwdVqqAX,6fDlF,1,15.65,1.41,17.06,2024-04-19
4201,9,pYPhbnGEgx,EZwuX,1,43.91,3.95,47.86,2024-04-06
4202,93,pdGbUUEIBG,9kmZE,2,32.58,2.93,35.51,2024-04-04
4203,73,OEByGahmnF,Iatvq,2,65.99,5.94,71.93,2024-04-20
4204,48,yUHUKVcqNY,tbIKN,2,29.84,2.69,32.53,2024-04-13
4205,35,QHjhEfnEyB,4zZCV,2,48.73,4.39,53.12,2024-04-10
4206,4,XnkOUPhHZR,wRF0B,2,35.75,3.22,38.97,2024-04-10
4207,82,vAfFLZNZWx,cnPFQ,1,71.84,6.47,78.31,2024-04-10
4208,24,RpGWkkBgqw,XMg09,2,14.09,1.27,15.36,2024-04-20
4209,1,hRadvGlopD,7tjyd,2,86.73,7.81,94.54,2024-04-01
4210,43,pcSEZZslxV,eHxTF,2,16.61,1.49,18.1,2024-04-01
4211,42,IDBWYdecSf,qnDzD,2,37.81,3.4,41.21,2024-04-12
4212,98,hGpPiGOJon,eA1rw,2,69.82,6.28,76.1,2024-04-14
4213,5,TMaiQSAwII,12kgD,1,73.29,6.6,79.89,2024-04-12
4214,73,YRgkIfNKcL,PK5oK,2,30.46,2.74,33.2,2024-04-12
4215,97,mFeqVghFkl,o092c,2,32.77,2.95,35.72,2024-04-14
4216,61,aUmZFrtSmM,u5Y2K,2,27.08,2.44,29.52,2024-04-22
4217,98,irFCpmMLod,MmAoU,2,63.51,5.72,69.23,2024-04-27
4218,1,TtJGNZMNHH,iYMq9,2,67.93,6.11,74.04,2024-04-18
4219,12,ZvaAsHnCNK,ioZAF,1,49.27,4.43,53.7,2024-04-20
4220,13,jlSoyMZnJI,b3nDG,2,36.17,3.26,39.43,2024-04-14
4221,19,odVHuGJUET,anaHc,1,94.05,8.46,102.51,2024-04-11
4222,59,JEbNNiQGKN,jpXth,2,58.64,5.28,63.92,2024-04-26
4223,82,PogKZRGSRX,9IlrL,2,26.96,2.43,29.39,2024-04-03
4224,22,ZHDtevgEnu,aIqHq,2,35.56,3.2,38.76,2024-04-23
4225,67,OwWdfxCJYG,r8WoW,2,72.11,6.49,78.6,2024-04-01
4226,53,MZEACCOFDL,iAbt5,2,53.04,4.77,57.81,2024-04-20
4227,88,BdzxAKPvAc,TkSML,2,78.85,7.1,85.95,2024-04-17
4228,39,BrzqzuRVDm,ozVHi,2,91.46,8.23,99.69,2024-04-03
4229,15,aEikyXzzoW,gzAQW,1,51.58,4.64,56.22,2024-04-08
4230,10,pZHeDiPXGW,UT86h,1,86.72,7.8,94.52,2024-04-17
4231,89,SGNlSUKtbx,yK3vC,1,43.6,3.92,47.52,2024-04-09
4232,55,WQjrLuBGkU,uRsie,2,78.11,7.03,85.14,2024-04-18
4233,28,kvkWTIEBsG,09tDj,2,76.34,6.87,83.21,2024-04-20
4234,11,EbMWWsLfBz,9AG14,2,73.01,6.57,79.58,2024-04-18
4235,55,NDjPWChMGw,heYQR,2,57.52,5.18,62.7,2024-04-27
4236,62,suJhDIzfjF,R8Tc3,1,11.34,1.02,12.36,2024-04-08
4237,48,zgTAtzkKVD,hbtW9,1,67.43,6.07,73.5,2024-04-29
4238,20,qLbRGGqqjf,Mmc81,1,92.43,8.32,100.75,2024-04-06
4239,80,YZwQxdTIPx,YSFJg,2,40.97,3.69,44.66,2024-04-12
4240,69,PaQdieRJuW,BWsF7,2,96.04,8.64,104.68,2024-04-14
4241,42,RCMIgVIpVj,Nbign,2,71.45,6.43,77.88,2024-04-06
4242,9,mRlzJctTbU,SVWXv,1,14.53,1.31,15.84,2024-04-15
4243,16,LxDETSQseE,G8lnu,1,20.41,1.84,22.25,2024-04-14
4244,68,TxhpiPumNU,zdEZN,1,25.8,2.32,28.12,2024-04-01
4245,32,VHCWcNexyg,b1sDE,1,27.48,2.47,29.95,2024-04-05
4246,67,XOrxbvDJHe,ckmPd,2,49.01,4.41,53.42,2024-04-04
4247,41,sFzwPEfSWf,XkLyI,1,45.06,4.06,49.12,2024-04-26
4248,63,SDWLdkbccn,sgKtK,1,98.59,8.87,107.46,2024-04-06
4249,61,QxDdXQGrzn,6PWcy,1,52.34,4.71,57.05,2024-04-07
4250,38,AlCeyUhmun,G4r0G,2,24.23,2.18,26.41,2024-04-16
4251,38,gVnjmALrML,AoVoo,2,27.2,2.45,29.65,2024-04-28
4252,1,kjCHuxVxQN,Pprrb,2,92.38,8.31,100.69,2024-04-23
4253,54,MkFLFQEKeB,cdgpo,2,82.91,7.46,90.37,2024-04-24
4254,10,LaSWgFlBUJ,ZzkOn,2,36.47,3.28,39.75,2024-04-26
4255,35,cNdbUFLdLe,7D11p,2,39.46,3.55,43.01,2024-04-17
4256,74,oTLREhiFLN,LaR93,1,57.04,5.13,62.17,2024-04-11
4257,81,ojAduvdIlg,waCIW,1,12.01,1.08,13.09,2024-04-13
4258,70,HKSIawmNLy,itZFO,2,40.6,3.65,44.25,2024-04-12
4259,70,CPmnIVgxgh,JqcJp,2,78.5,7.06,85.56,2024-04-19
4260,70,FmKhYplWSA,xmuce,2,12.93,1.16,14.09,2024-04-19
4261,30,gYPszUwiNJ,OhwFL,1,20.97,1.89,22.86,2024-04-13
4262,93,RMtSsotzeZ,pAuVK,1,70.05,6.3,76.35,2024-04-22
4263,43,OYAZXKvzlL,vsSEE,2,56.15,5.05,61.2,2024-04-03
4264,5,zyvMGuSQzw,nXMPH,1,28.02,2.52,30.54,2024-04-29
4265,50,NkfDVWQPYr,QVBl9,1,15.73,1.42,17.15,2024-04-01
4266,14,KxicwViJVj,XheGp,1,67.06,6.04,73.1,2024-04-24
4267,84,OzIsFHskao,6Da8x,2,73.83,6.64,80.47,2024-04-11
4268,55,VFJxuvezSG,ElM7q,1,75.42,6.79,82.21,2024-04-02
4269,26,EeOTAByylx,qso6x,2,99.38,8.94,108.32,2024-04-28
4270,20,dISxgAJLXH,IyClf,2,55.78,5.02,60.8,2024-04-28
4271,58,iaLNmyehrk,7Rvvr,2,57.64,5.19,62.83,2024-04-06
4272,72,FliHFZOFHp,96rSK,2,96.67,8.7,105.37,2024-04-17
4273,80,TJHsRznITL,MVO7x,1,32.35,2.91,35.26,2024-04-08
4274,58,PyanNfCVLj,CBvjB,1,48.7,4.38,53.08,2024-04-20
4275,73,WGKQSuXhvR,cmHXl,1,38.75,3.49,42.24,2024-04-19
4276,59,TmCEQTBQzB,xQnXY,2,82.24,7.4,89.64,2024-04-27
4277,25,FGJKLObVqK,qAkOm,1,22.57,2.03,24.6,2024-04-08
4278,31,FJMTYmfsMY,q6M7e,1,100.31,9.03,109.34,2024-04-12
4279,64,ewvsMOGyFs,GqBXr,2,19.85,1.79,21.64,2024-04-03
4280,27,nyTcIVJUkH,20zVe,1,93.99,8.46,102.45,2024-04-10
4281,16,DbfrAZYfep,UZSEk,2,23.45,2.11,25.56,2024-04-26
4282,51,ZMttaOtGLE,mDJGw,2,35.15,3.16,38.31,2024-04-24
4283,75,wawaZrBtlO,UGELi,1,29.55,2.66,32.21,2024-04-10
4284,65,ojVqgzvIgl,peEdT,1,86.56,7.79,94.35,2024-04-28
4285,63,uNizOYniZj,kSr2v,1,18.44,1.66,20.1,2024-04-10
4286,47,TrnBvrvvYS,UdQdb,1,37.65,3.39,41.04,2024-04-18
4287,59,XJdmDHYYie,nWyIW,1,79.45,7.15,86.6,2024-04-17
4288,4,xswuxaHDek,rAPGN,1,44.03,3.96,47.99,2024-04-18
4289,10,kLlRWkhqPL,2WyOf,2,62.57,5.63,68.2,2024-04-29
4290,70,jvLVWJXvLQ,op7MH,2,38.17,3.44,41.61,2024-04-10
4291,60,MjcwfEPSVL,wT59n,2,33.95,3.06,37.01,2024-04-03
4292,37,jJUJnOCSIb,Of9lB,1,61.18,5.51,66.69,2024-04-02
4293,96,wsDsIpYShP,oUeqN,1,57.1,5.14,62.24,2024-04-04
4294,23,dPfwSRtuTT,ejDhb,2,38.44,3.46,41.9,2024-04-08
4295,69,LVspcrYDOo,AtK4e,1,63.0,5.67,68.67,2024-04-29
4296,41,GidTCVMOxl,bfyAt,2,21.33,1.92,23.25,2024-04-27
4297,47,PDwqAmAomL,hBiwc,2,75.29,6.78,82.07,2024-04-06
4298,21,LOgMDrDLeJ,ta91W,1,84.26,7.58,91.84,2024-04-18
4299,38,yTUBDkJGRI,CZGdd,2,95.56,8.6,104.16,2024-04-23
4300,18,NtuullneTF,vKerw,2,92.46,8.32,100.78,2024-04-28
4301,57,UTKiFXLwci,RJkmX,2,77.99,7.02,85.01,2024-04-14
4302,60,GQpMXeMZpn,fJl9e,2,71.94,6.47,78.41,2024-04-10
4303,14,kvYyNpuPUU,tNO5T,1,81.37,7.32,88.69,2024-04-19
4304,23,VIcWGGPZoh,EIpJB,2,10.17,0.92,11.09,2024-04-17
4305,81,HPttjSrhcy,tiRC5,1,64.38,5.79,70.17,2024-04-10
4306,31,KeLVTLRedX,MdPSO,1,53.07,4.78,57.85,2024-04-02
4307,30,QMAlJayTIi,SGFz1,1,70.25,6.32,76.57,2024-04-19
4308,83,XferucindO,0Mfoi,2,52.72,4.74,57.46,2024-04-06
4309,27,HwROyWcaDE,hUHkP,2,88.12,7.93,96.05,2024-04-12
4310,36,uPPXzinStp,e2OHd,2,86.54,7.79,94.33,2024-04-20
4311,50,ucPqOJcpod,YYg3z,2,51.08,4.6,55.68,2024-04-21
4312,98,CrccYmQnZz,Eh8Ak,2,84.05,7.56,91.61,2024-04-07
4313,22,yxpmFZvTuM,c8GSj,1,46.82,4.21,51.03,2024-04-26
4314,70,MxnxRwrfIX,dTsKb,1,74.84,6.74,81.58,2024-04-26
4315,63,nwBmSWhDQb,XlrON,2,61.22,5.51,66.73,2024-04-04
4316,87,SHlNLSuYMA,7rgof,2,70.71,6.36,77.07,2024-04-16
4317,2,giiAwpnUNC,bYFEX,2,85.57,7.7,93.27,2024-04-09
4318,87,epBHrWacaV,o9h3V,1,44.15,3.97,48.12,2024-04-05
4319,70,WBluJkbVnt,GVk0P,1,98.94,8.9,107.84,2024-04-06
4320,23,KZKgZBfjnu,AdrU3,1,40.97,3.69,44.66,2024-04-17
4321,32,WxspyCooeg,Mzch6,2,20.87,1.88,22.75,2024-04-15
4322,63,rFibthlbYW,Mg9uv,2,76.62,6.9,83.52,2024-04-06
4323,24,mXbEyEULkX,qRI2M,1,31.16,2.8,33.96,2024-04-19
4324,62,wRpurdJUkP,oJYUO,1,25.59,2.3,27.89,2024-04-28
4325,77,yVHZHnlPvN,cVYIa,1,36.16,3.25,39.41,2024-04-26
